scientific_name,park_name,observations,category,common_names,conservation_status
viola x primulifolia,great smoky mountains national park,65,vascular plant,primrose-leaved violet,
asclepias cordifolia,great smoky mountains national park,82,vascular plant,"heartleaf milkweed, purple milkweed",
glaucomys sabrinus,great smoky mountains national park,82,mammal,northern flying squirrel,
lithophragma parviflorum,yosemite national park,119,vascular plant,smallflower woodland-star,
campylostelium saxicola,bryce national park,132,nonvascular plant,campylostelium moss,
solidago curtisii,yellowstone national park,243,vascular plant,mountain decumbent goldenrod,
sherardia arvensis,great smoky mountains national park,78,vascular plant,"field madder, silver buffalo-berry",
empidonax hammondii,great smoky mountains national park,54,bird,hammond's flycatcher,
saponaria officinalis,yellowstone national park,272,vascular plant,"bouncing-bet, soapwort, bouncing-bet",
saponaria officinalis,yellowstone national park,272,vascular plant,"bouncing bet, bouncingbet, bouncingbet soapweed, soapwort, sweet betty",
echinochloa crus-galli,bryce national park,116,vascular plant,barnyard grass,
echinochloa crus-galli,bryce national park,116,vascular plant,"barnyard grass, barnyardgrass, cockspur, japanese millet, large barnyard grass, watergrass",
phleum pratense,yellowstone national park,271,vascular plant,"common timothy, meadow timothy",
phleum pratense,yellowstone national park,271,vascular plant,"common timothy, timothy",
luzula glabrata var. hitchcockii,yellowstone national park,240,vascular plant,hitchcock's smooth woodrush,
smilax biltmoreana,yosemite national park,159,vascular plant,carrion flower,
quercus stellata,bryce national park,100,vascular plant,post oak,
eryngium yuccifolium,bryce national park,92,vascular plant,rattlesnake-master,
hypochaeris glabra,yellowstone national park,258,vascular plant,"smooth cat's ear, smooth catsear",
agastache scrophulariifolia,great smoky mountains national park,55,vascular plant,"giant hyssop, purple giant hyssop",
carex granularis,great smoky mountains national park,89,vascular plant,granular sedge,
rosa woodsii var. ultramontana,great smoky mountains national park,111,vascular plant,woods' rose,
artemisia ludoviciana ssp. mexicana,yosemite national park,150,vascular plant,white sage,
epifagus virginiana,great smoky mountains national park,97,vascular plant,beechdrops,
ondatra zibethicus,yellowstone national park,275,mammal,muskrat,
ondatra zibethicus,yellowstone national park,275,mammal,"common muskrat, muskbeaver, muskrat",
eragrostis pilosa var. pilosa,great smoky mountains national park,84,vascular plant,indian lovegrass,
parula americana,yosemite national park,156,bird,northern parula,
pyrola asarifolia,yosemite national park,140,vascular plant,"bog wintergreen, liverleaf wintergreen, pink wintergreen",
tridens flavus,yellowstone national park,250,vascular plant,"purpletop tridens, tall purple-top fluffgrass",
ageratina aromatica var. aromatica,bryce national park,110,vascular plant,lesser snakeroot,
erigeron tener,yellowstone national park,228,vascular plant,"slender daisy, slender fleabane",
spinus lawrencei,bryce national park,111,bird,lawrence's goldfinch,
tyrannus tyrannus,yosemite national park,150,bird,eastern kingbird,
cicuta maculata var. angustifolia,bryce national park,124,vascular plant,"common water hemlock, poison parsnip, spotted cowbane, spotted parsley, spotted water hemlock, spotted water-hemlock, water hemlock",
linnaea borealis var. longiflora,great smoky mountains national park,96,vascular plant,longtube twinflower,
carex limosa,yosemite national park,153,vascular plant,mud sedge,
ranunculus inamoenus var. inamoenus,yellowstone national park,228,vascular plant,graceful buttercup,
apocynum cannabinum,bryce national park,88,vascular plant,"clasping-leaf dogbane, indianhemp",
apocynum cannabinum,bryce national park,88,vascular plant,"common dogbane, dogbane, hemp dogbane, indian hemp, indian-hemp, prairie dogbane",
claytonia virginica var. acutiflora,great smoky mountains national park,89,vascular plant,virginia springbeauty,
lasthenia californica,yellowstone national park,243,vascular plant,"california goldfields, goldfields",
gilia capitata ssp. pedemontana,yellowstone national park,276,vascular plant,bluehead gilia,
polygonum setaceum,yosemite national park,171,vascular plant,"smartweed, swamp smartweed",
kumlienia hystricula,great smoky mountains national park,46,vascular plant,waterfall false buttercup,
polygonum caespitosum var. longisetum,yosemite national park,179,vascular plant,"oriental lady's thumb, oriental ladysthumb",
rorippa nasturtium-aquaticum,yellowstone national park,218,vascular plant,"true watercress, watercress",
rorippa nasturtium-aquaticum,yellowstone national park,218,vascular plant,watercress,
viola pubescens,yellowstone national park,240,vascular plant,downy yellow violet,
clangula hyemalis,yosemite national park,106,bird,"long-tailed duck, oldsquaw",
clethrionomys gapperi gapperi,yellowstone national park,270,mammal,gapper's red-backed vole,
iris hartwegii ssp. hartwegii,yellowstone national park,244,vascular plant,"hartweg's iris, rainbow iris",
tephrosia spicata,yellowstone national park,265,vascular plant,"spike goat's rue, spiked hoary-pea",
gallinago delicata,yosemite national park,117,bird,wilson's snipe,
cardamine angustata,yellowstone national park,244,vascular plant,pepperwort,
melanthium parviflorum,great smoky mountains national park,65,vascular plant,"small-flowered false hellebore, small-flowered false-helleborne",
schedonnardus paniculatus,bryce national park,120,vascular plant,"tumble grass, tumbleggrass, tumblegrass",
carex abscondita,great smoky mountains national park,60,vascular plant,thicket sedge,
cucumis melo,yosemite national park,152,vascular plant,canteloupe,
nocomis micropogon,great smoky mountains national park,96,fish,river chub,
buxus sempervirens,bryce national park,125,vascular plant,"boxwood, common boxwood",
oreothlypis virginiae,yosemite national park,134,bird,virginia's warbler,
carex rupestris,great smoky mountains national park,67,vascular plant,"curly sedge, rock sedge",
ruellia caroliniensis ssp. caroliniensis var. caroliniensis,bryce national park,85,vascular plant,carolina wild petunia,
arnica chamissonis ssp. foliosa,yosemite national park,145,vascular plant,chamisso arnica,
cornus foemina,bryce national park,91,vascular plant,"stiff dogwood, swamp dogwood",
commelina communis,yosemite national park,127,vascular plant,"asiatic dayflower, common dayflower",
lespedeza violacea,great smoky mountains national park,146,vascular plant,violet bush-clover,
taxidea taxus,yellowstone national park,261,mammal,"american badger, badger",species of concern
taxidea taxus,yellowstone national park,261,mammal,badger,species of concern
desmodium perplexum,great smoky mountains national park,49,vascular plant,"perplexed tick-trefoil, tick-trefoil",
polygonum minimum,yellowstone national park,234,vascular plant,"broadleaf knotweed, dwarf knotweed, zigzag knotweed",
rigiopappus leptocladus,yosemite national park,166,vascular plant,wireweed,
chamaea fasciata,great smoky mountains national park,92,bird,wrentit,
crepis capillaris,yellowstone national park,247,vascular plant,"hawk's beard, smooth hawksbeard",
crepis capillaris,yellowstone national park,247,vascular plant,"smooth hawksbeard, smooth hawk's-beard",
chimaphila umbellata,bryce national park,91,vascular plant,"pipsissewa, prince's pine",
viola purpurea ssp. venosa,bryce national park,125,vascular plant,"goosefoot violet, goosefoot yellow violet",
salix melanopsis,bryce national park,109,vascular plant,dusky willow,
hydroprogne caspia,great smoky mountains national park,124,bird,caspian tern,
lolium multiflorum,yosemite national park,127,vascular plant,"annual ryegrass, italian ryegrass",
spiraea betulifolia var. lucida,yosemite national park,128,vascular plant,shinyleaf spirea,
arrhenatherum elatius,yosemite national park,156,vascular plant,tall oatgrass,
cypseloides niger,yellowstone national park,194,bird,black swift,species of concern
lycoris radiata,yosemite national park,125,vascular plant,magic lily,
wyethia elata,great smoky mountains national park,62,vascular plant,hall's mule-ears,
ipomopsis aggregata,bryce national park,113,vascular plant,"scarlet gilia, skyrocket gilia",
galium multiflorum,yellowstone national park,224,vascular plant,"manyflower bedstraw, shrubby bedstraw",
mentzelia dispersa,yellowstone national park,273,vascular plant,"bushy blazingstar, nevada blazingstar, scattered blazingstar",
scirpus pendulus,yellowstone national park,236,vascular plant,rufous bulrush,
lespedeza stuevei,yellowstone national park,235,vascular plant,tall lespedeza,
avena barbata,yosemite national park,118,vascular plant,"slender oat, slender oats, slender wildoat",
polygonum bistortoides,great smoky mountains national park,84,vascular plant,american bistort,
erigeron gracilis,yosemite national park,145,vascular plant,quill fleabane,
pyrrhopappus carolinianus,bryce national park,120,vascular plant,"carolina false-dandelion, false dandelion",
trifolium campestre,bryce national park,104,vascular plant,"low hop clover, low hop-clover",
trifolium campestre,bryce national park,104,vascular plant,"big hop clover, field clover, large hop clover, lesser hop clover, low hop clover",
quercus michauxii,yellowstone national park,211,vascular plant,swamp chestnut oak,
atrichum undulatum,bryce national park,76,nonvascular plant,undulate atrichum moss,
achnatherum occidentale ssp. pubescens,yosemite national park,148,vascular plant,"elmer's needlegrass, pubescent western needlegrass",
carex multicostata,great smoky mountains national park,58,vascular plant,manyrib sedge,
aythya affinis,yosemite national park,144,bird,lesser scaup,species of concern
epipactis helleborine,great smoky mountains national park,84,vascular plant,helleborine,
epipactis helleborine,great smoky mountains national park,84,vascular plant,broadleaf helleborine,
hesperostipa comata ssp. comata,bryce national park,83,vascular plant,"needle and thread, needleandthread",
claytonia megarhiza,yosemite national park,167,vascular plant,alpine springbeauty,
festuca paradoxa,yosemite national park,142,vascular plant,clustered fescue,
myotis californicus,yellowstone national park,232,mammal,"california myotis, california myotis, californian myotis",species of concern
myotis californicus,yellowstone national park,232,mammal,california myotis,species of concern
alnus serrulata,great smoky mountains national park,89,vascular plant,"brook-side alder, common alder",
polypremum procumbens,yellowstone national park,266,vascular plant,juniper-leaf,
philomachus pugnax,bryce national park,103,bird,ruff,
vaccinium myrtilloides,yosemite national park,155,vascular plant,"sour-top blueberry, velvetleaf blueberry, velvetleaf huckleberry",
draba praealta,yosemite national park,101,vascular plant,tall draba,
parascalops breweri,yellowstone national park,256,mammal,hairy-tailed mole,
arabis patens,great smoky mountains national park,62,vascular plant,spreading rockcress,
whitneya dealbata,bryce national park,56,vascular plant,mock leopardbane,
platanthera leucostachys,bryce national park,82,vascular plant,"bog orchid, sierra bog orchid",
linanthus montanus,great smoky mountains national park,79,vascular plant,mustang clover,
parastrellus hesperus,yosemite national park,149,mammal,canyon bat,
phalaenoptilus nuttallii,yellowstone national park,231,bird,common poorwill,
sclerolinon digynum,yosemite national park,164,vascular plant,"digynum flax, northwestern yellowflax",
crepis capillaris,yosemite national park,126,vascular plant,"hawk's beard, smooth hawksbeard",
